52	3R	+	4233047	4235041	FBtr0078967	1	1995	Q9V3C0	abs	15.495739	22.421080

1230	3R	-	8236632	8240515	FBtr0334315	4	2636	Q8I8V0	Ada2b	22.147049	32.044987

1231	3R	-	8237114	8240515	FBtr0081807	4	2154	Q8I8V0	Ada2b	27.102888	39.215683

1232	3R	-	8237114	8240515	FBtr0100368	4	2084	Q8I8V0	Ada2b	34.052628	49.271393

1511	3R	+	9065183	9066303	FBtr0081971	1	1121	Q9VHH7	Ada	6.031222	8.726689

1591	3R	+	9412548	9417264	FBtr0082031	5	3999	Q24451	alpha-Man-II	18.919220	27.374577

1592	3R	+	9412548	9417264	FBtr0334302	5	4002	Q24451	alpha-Man-II	5.847257	8.460507

2714	3R	-	13222951	13258777	FBtr0335223	10	3262	P07140	Ace	0.000000	0.000000

2715	3R	-	13224625	13258777	FBtr0082780	10	7980	P07140	Ace	0.000000	0.000000

2716	3R	-	13228242	13259517	FBtr0300486	11	4076	P07140	Ace	0.000000	0.000000

2779	3R	+	13425983	13428089	FBtr0082785	2	1567	P10981	Act87E	0.000000	0.000000

2780	3R	+	13425983	13428375	FBtr0346242	2	1853	P10981	Act87E	0.000000	0.000000

2781	3R	+	13426447	13428089	FBtr0082786	1	1643	P10981	Act87E	0.000000	0.000000

2967	3R	-	14124163	14125548	FBtr0337095	4	1200	P81928	140up	2.505750	3.625617

2968	3R	-	14124426	14125548	FBtr0082909	4	937	P81928	140up	3.935763	5.694730

2995	3R	-	14249043	14259991	FBtr0347148	6	4314	Q9VFL5	Aats-met	1.145268	1.657110

2996	3R	-	14251020	14259991	FBtr0337021	6	2337	Q9VFL5	Aats-met	2.114115	3.058953

2997	3R	-	14251495	14259991	FBtr0082895	6	1862	Q9VFL5	Aats-met	3.763268	5.445144

3357	3R	+	15439969	15442177	FBtr0083143	3	1595	P83967	Act88F	0.000000	0.000000

3403	3R	+	15792688	15793411	FBtr0083174	4	543	Q9VF36	Acyp2	0.000000	0.000000

3404	3R	+	15792688	15793487	FBtr0334591	4	619	Q9VF36	Acyp2	0.000000	0.000000

3528	3R	+	16099228	16104515	FBtr0083226	7	3649	Q8INB9	Akt1	9.272149	13.416048

3529	3R	+	16099228	16104515	FBtr0083227	7	3714	Q8INB9	Akt1	8.819122	12.760555

3530	3R	+	16099228	16104515	FBtr0083228	7	3649	Q8INB9	Akt1	9.272149	13.416048

3531	3R	+	16099228	16105670	FBtr0344717	7	4869	Q8INB9	Akt1	6.727094	9.733561

3532	3R	+	16100760	16104515	FBtr0344470	7	3301	Q8INB9	Akt1	0.000000	0.000000

3729	3R	-	16807214	16830049	FBtr0306337	6	5269	P29555	abd-A	0.000000	0.000000

3730	3R	-	16807627	16828105	FBtr0083388	5	3935	P29555	abd-A	0.000000	0.000000

3731	3R	-	16807627	16829752	FBtr0083387	7	4458	P29555	abd-A	0.000000	0.000000

3732	3R	-	16807627	16829752	FBtr0300485	6	4559	P29555	abd-A	0.000000	0.000000

3756	3R	-	16927210	16972236	FBtr0083385	7	3703	P09087	Abd-B	0.000000	0.000000

3757	3R	-	16927673	16931613	FBtr0330709	4	2537	P09087	Abd-B	0.000000	0.000000

3758	3R	-	16927673	16931613	FBtr0346764	4	2537	P09087	Abd-B	0.000000	0.000000

3759	3R	-	16927673	16934576	FBtr0083384	5	4743	P09087	Abd-B	0.000000	0.000000

3760	3R	-	16927673	16944269	FBtr0083383	7	3250	P09087	Abd-B	0.000000	0.000000

3761	3R	-	16927673	16960506	FBtr0083382	7	3297	P09087	Abd-B	0.000000	0.000000

3762	3R	-	16927673	16963945	FBtr0083381	7	3549	P09087	Abd-B	0.000000	0.000000

3765	3R	-	16978439	16982035	FBtr0083378	8	1780	P50245	Ahcy89E	0.000000	0.000000

3766	3R	-	16978439	16982158	FBtr0083379	7	1969	P50245	Ahcy89E	0.000000	0.000000

4129	3R	+	18242531	18250279	FBtr0083566	4	3092	P92177	14-3-3epsilon	128.540161	185.987198

4130	3R	+	18242531	18250550	FBtr0083568	4	3360	P92177	14-3-3epsilon	7.193583	10.408532

4131	3R	+	18242687	18248579	FBtr0083565	4	1239	P92177	14-3-3epsilon	473.964294	685.787903

4132	3R	+	18242687	18248579	FBtr0083567	4	1221	P92177	14-3-3epsilon	149.204117	215.886276

4776	3R	-	20824667	20830580	FBtr0083991	5	1951	Q9Y0Y2	AdSS	93.055260	134.643417

5283	3R	-	22543693	22547198	FBtr0084283	6	2186	Q9VCY8	AdipoR	0.544734	0.788186

5284	3R	-	22543693	22547846	FBtr0084282	7	2299	Q9VCY8	AdipoR	21.529848	31.151945

5285	3R	-	22544117	22546273	FBtr0084284	7	1618	Q9VCY8	AdipoR	0.000000	0.000000

5286	3R	-	22544117	22547565	FBtr0334561	7	1869	Q9VCY8	AdipoR	0.000000	0.000000

5287	3R	-	22544117	22547846	FBtr0308848	7	1875	Q9VCY8	AdipoR	26.398468	38.196445

5802	3R	+	24228975	24229279	FBtr0084561	2	243	P16548	Acp95EF	0.000000	0.000000

6201	3R	-	25263267	25265721	FBtr0084866	1	2455	Q9Y105	Aats-gln	57.663952	83.435066

6387	3R	+	25811911	25813134	FBtr0301963	1	1224	P49258	Acam	0.000000	0.000000

6388	3R	+	25812539	25813134	FBtr0084904	1	596	P49258	Acam	0.000000	0.000000

6515	3R	-	26254069	26261591	FBtr0084994	4	2636	P07764	Ald	4.448084	6.436017

6516	3R	-	26254603	26261591	FBtr0339614	4	2102	P07764	Ald	109.158829	157.943970

6517	3R	-	26255204	26258279	FBtr0084999	3	1483	P07764	Ald	0.713701	1.032668

6518	3R	-	26255204	26259213	FBtr0310660	4	1472	P07764	Ald	0.000000	0.000000

6519	3R	-	26255204	26259835	FBtr0084995	4	1279	P07764	Ald	1.254206	1.814734

6520	3R	-	26255966	26258279	FBtr0085000	4	1747	P07764	Ald	0.000000	0.000000

6521	3R	-	26255966	26259213	FBtr0114544	5	1736	P07764	Ald	0.000000	0.000000

6522	3R	-	26255966	26261412	FBtr0085001	4	1618	P07764	Ald	1.081355	1.564633

6523	3R	-	26255966	26261412	FBtr0306657	4	1614	P07764	Ald	0.000000	0.000000

6524	3R	-	26255966	26261591	FBtr0310661	4	1615	P07764	Ald	0.929869	1.345445

6880	3R	+	27694883	27695057	FBtr0310089	1	175	O46201	Acp98AB	0.000000	0.000000

7727	3R	-	30968236	31016875	FBtr0334508	3	4486	P20905	5-HT7	0.000000	0.000000

7728	3R	-	30969142	31016875	FBtr0085746	2	3506	P20905	5-HT7	0.000000	0.000000

8605	3L	-	1778485	1795328	FBtr0072789	7	8221	P13395	alpha-Spec	0.000000	0.000000

8606	3L	-	1778485	1795328	FBtr0332879	8	8317	P13395	alpha-Spec	0.000000	0.000000

